Indicator,Group,State,lat,long,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,Hispanic or Latino,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,40.5,38.2,42.9,38.2 - 42.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic White, single race",2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,34.8,34.2,35.4,34.2 - 35.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Black, single race",2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,36.3,34,38.7,34.0 - 38.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Asian, single race",2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,37.3,35.2,39.4,35.2 - 39.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic, other races and multiple races",2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,44.7,41.9,47.5,41.9 - 47.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,Less than a high school diploma,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,35.5,31.7,39.3,31.7 - 39.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,High school diploma or GED,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,31.5,30.1,32.9,30.1 - 32.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,Some college/Associate's degree,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,38.7,37.8,39.6,37.8 - 39.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,,,Bachelor's degree or higher,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,38.7,37.9,39.5,37.9 - 39.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,,,Alabama,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,36.2,32,40.6,32.0 - 40.6,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,,,Alaska,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,42.8,38.4,47.3,38.4 - 47.3,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,,,Arizona,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,34.8,31.6,38,31.6 - 38.0,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,,,Arkansas,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,37.1,33.2,41.2,33.2 - 41.2,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,,,California,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,43.2,40.7,45.7,40.7 - 45.7,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,,,Colorado,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,36.4,33.2,39.7,33.2 - 39.7,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,,,Connecticut,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,39.2,35.7,42.8,35.7 - 42.8,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,,,Delaware,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,33.2,28,38.7,28.0 - 38.7,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,,,District of Columbia,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,43.7,38.8,48.6,38.8 - 48.6,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,,,Florida,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,37.3,34.5,40.1,34.5 - 40.1,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,,,Georgia,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,37.6,34,41.2,34.0 - 41.2,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,,,Hawaii,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,37.6,32.6,42.9,32.6 - 42.9,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,,,Idaho,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,33.2,29.6,36.9,29.6 - 36.9,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,,,Illinois,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,36.6,33.7,39.5,33.7 - 39.5,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,,,Indiana,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,32.2,29,35.5,29.0 - 35.5,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,,,Iowa,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,31.1,27,35.4,27.0 - 35.4,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,,,Kansas,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,31.1,28,34.4,28.0 - 34.4,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,,,Kentucky,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,32.4,28.9,36.1,28.9 - 36.1,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,,,Louisiana,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,33.2,29.4,37.2,29.4 - 37.2,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,,,Maine,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,33.6,28.9,38.5,28.9 - 38.5,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,,,Maryland,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,38,35,41.2,35.0 - 41.2,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,,,Massachusetts,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,38.1,34.9,41.3,34.9 - 41.3,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,,,Michigan,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,32,29.1,35.1,29.1 - 35.1,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,,,Minnesota,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,34.2,31.3,37.2,31.3 - 37.2,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,,,Mississippi,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,36.4,31.9,41.1,31.9 - 41.1,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,,,Missouri,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,30.8,28.3,33.3,28.3 - 33.3,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,,,Montana,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,34.1,30.1,38.3,30.1 - 38.3,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,,,Nebraska,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,30.3,26.3,34.5,26.3 - 34.5,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,,,Nevada,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,37.5,33.5,41.6,33.5 - 41.6,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,,,New Hampshire,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,33,29.7,36.4,29.7 - 36.4,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,,,New Jersey,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,38.9,34.9,42.9,34.9 - 42.9,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,,,New Mexico,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,42,37.8,46.3,37.8 - 46.3,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,,,New York,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,37,33.4,40.6,33.4 - 40.6,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,,,North Carolina,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,34,29.4,38.9,29.4 - 38.9,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,,,North Dakota,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,30.4,26.2,34.8,26.2 - 34.8,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,,,Ohio,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,31.9,28.5,35.5,28.5 - 35.5,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,,,Oklahoma,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,34.1,30.5,37.8,30.5 - 37.8,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,,,Oregon,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,42.4,39.7,45.2,39.7 - 45.2,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,,,Pennsylvania,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,33.2,30,36.5,30.0 - 36.5,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,,,Rhode Island,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,36.9,31.9,42.2,31.9 - 42.2,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,,,South Carolina,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,34.6,30.1,39.4,30.1 - 39.4,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,,,South Dakota,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,25.5,22.5,28.6,22.5 - 28.6,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,,,Tennessee,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,31.6,28,35.3,28.0 - 35.3,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,,,Texas,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,36.3,33.6,39.1,33.6 - 39.1,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,,,Utah,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,31.5,29.3,33.8,29.3 - 33.8,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,,,Vermont,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,28.6,23.4,34.1,23.4 - 34.1,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,,,Virginia,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,35.7,32.4,39.1,32.4 - 39.1,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,,,Washington,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,39.2,36.8,41.7,36.8 - 41.7,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,,,West Virginia,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,36.1,30.6,41.7,30.6 - 41.7,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,,,Wisconsin,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,32.3,28.8,36,28.8 - 36.0,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,,,Wyoming,2,15,Sep 16 - Sep 28,09/16/2020,09/28/2020,28.4,24.3,32.8,24.3 - 32.8,25.5-32.2
"Delayed Medical Care, Last 4 Weeks",National Estimate,United States,,,United States,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,31.3,30.7,31.9,30.7 - 31.9,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,18 - 29 years,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,32.6,30.4,34.8,30.4 - 34.8,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,30 - 39 years,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,34.6,33,36.2,33.0 - 36.2,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,40 - 49 years,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,33.5,32.3,34.7,32.3 - 34.7,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,50 - 59 years,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,33,31.5,34.4,31.5 - 34.4,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,60 - 69 years,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,28.6,27.1,30.2,27.1 - 30.2,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,70 - 79 years,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,25.1,23.2,27.1,23.2 - 27.1,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,80 years and above,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,19.1,15.5,23.2,15.5 - 23.2,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,,,Male,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,27.3,26.3,28.3,26.3 - 28.3,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,,,Female,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,35,34.1,35.9,34.1 - 35.9,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,Hispanic or Latino,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,34.4,31.7,37.1,31.7 - 37.1,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic White, single race",2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,30.1,29.5,30.8,29.5 - 30.8,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Black, single race",2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,30,28,32.2,28.0 - 32.2,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Asian, single race",2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,33.9,31.2,36.6,31.2 - 36.6,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic, other races and multiple races",2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,39.5,36.1,42.9,36.1 - 42.9,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Less than a high school diploma,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,28.8,25.4,32.4,25.4 - 32.4,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,High school diploma or GED,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,26.3,24.8,27.9,24.8 - 27.9,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Some college/Associate's degree,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,33.9,33.1,34.8,33.1 - 34.8,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Bachelor's degree or higher,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,33.9,33.2,34.6,33.2 - 34.6,
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,,,Alabama,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,28.4,24.2,32.8,24.2 - 32.8,28.0-30.1
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,,,Alaska,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,36.2,33.6,38.9,33.6 - 38.9,32.4-38.1
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,,,Arizona,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,30.9,27.7,34.2,27.7 - 34.2,30.2-32.3
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,,,Arkansas,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,29.5,26,33.1,26.0 - 33.1,28.0-30.1
"Delayed Medical Care, Last 4 Weeks",By State,California,,,California,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,36,33.4,38.6,33.4 - 38.6,32.4-38.1
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,,,Colorado,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,30.1,27.7,32.5,27.7 - 32.5,28.0-30.1
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,,,Connecticut,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,30.1,26.9,33.4,26.9 - 33.4,28.0-30.1
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,,,Delaware,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,27.9,23.4,32.8,23.4 - 32.8,21.6-27.9
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,,,District of Columbia,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,38.1,32.4,44.1,32.4 - 44.1,32.4-38.1
"Delayed Medical Care, Last 4 Weeks",By State,Florida,,,Florida,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,33.8,31.2,36.5,31.2 - 36.5,32.4-38.1
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,,,Georgia,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,30.7,26.7,34.9,26.7 - 34.9,30.2-32.3
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,,,Hawaii,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,30.4,25.7,35.5,25.7 - 35.5,30.2-32.3
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,,,Idaho,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,26.5,23.4,29.7,23.4 - 29.7,21.6-27.9
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,,,Illinois,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,30,27.3,32.8,27.3 - 32.8,28.0-30.1
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,,,Indiana,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,27,23.9,30.4,23.9 - 30.4,21.6-27.9
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,,,Iowa,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,29,25,33.3,25.0 - 33.3,28.0-30.1
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,,,Kansas,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,27.6,24.2,31.2,24.2 - 31.2,21.6-27.9
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,,,Kentucky,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,27.7,23.5,32.2,23.5 - 32.2,21.6-27.9
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,,,Louisiana,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,26.6,22.6,30.9,22.6 - 30.9,21.6-27.9
"Delayed Medical Care, Last 4 Weeks",By State,Maine,,,Maine,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,32.9,28,38,28.0 - 38.0,32.4-38.1
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,,,Maryland,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,32.7,29.9,35.7,29.9 - 35.7,32.4-38.1
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,,,Massachusetts,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,35.5,32.1,39,32.1 - 39.0,32.4-38.1
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,,,Michigan,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,31.3,28.2,34.5,28.2 - 34.5,30.2-32.3
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,,,Minnesota,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,28.8,25.9,31.8,25.9 - 31.8,28.0-30.1
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,,,Mississippi,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,30.3,26.2,34.7,26.2 - 34.7,30.2-32.3
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,,,Missouri,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,27.8,24.7,31.1,24.7 - 31.1,21.6-27.9
"Delayed Medical Care, Last 4 Weeks",By State,Montana,,,Montana,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,31.2,26.2,36.4,26.2 - 36.4,30.2-32.3
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,,,Nebraska,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,26.4,23,30,23.0 - 30.0,21.6-27.9
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,,,Nevada,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,31.4,27.2,35.8,27.2 - 35.8,30.2-32.3
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,,,New Hampshire,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,29.3,25.2,33.7,25.2 - 33.7,28.0-30.1
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,,,New Jersey,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,31.9,28.5,35.5,28.5 - 35.5,30.2-32.3
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,,,New Mexico,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,33.1,29.7,36.7,29.7 - 36.7,32.4-38.1
"Delayed Medical Care, Last 4 Weeks",By State,New York,,,New York,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,29.9,26.6,33.3,26.6 - 33.3,28.0-30.1
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,,,North Carolina,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,31.2,26.9,35.7,26.9 - 35.7,30.2-32.3
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,,,North Dakota,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,27.3,22.8,32.1,22.8 - 32.1,21.6-27.9
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,,,Ohio,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,31.2,26.4,36.2,26.4 - 36.2,30.2-32.3
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,,,Oklahoma,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,29.3,25.9,32.9,25.9 - 32.9,28.0-30.1
"Delayed Medical Care, Last 4 Weeks",By State,Oregon,,,Oregon,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,33.2,30.7,35.8,30.7 - 35.8,32.4-38.1
"Delayed Medical Care, Last 4 Weeks",By State,Pennsylvania,,,Pennsylvania,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,29.3,26,32.7,26.0 - 32.7,28.0-30.1
"Delayed Medical Care, Last 4 Weeks",By State,Rhode Island,,,Rhode Island,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,28.3,23.9,32.9,23.9 - 32.9,28.0-30.1
"Delayed Medical Care, Last 4 Weeks",By State,South Carolina,,,South Carolina,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,30.3,26.1,34.8,26.1 - 34.8,30.2-32.3
"Delayed Medical Care, Last 4 Weeks",By State,South Dakota,,,South Dakota,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,23.3,19.4,27.7,19.4 - 27.7,21.6-27.9
"Delayed Medical Care, Last 4 Weeks",By State,Tennessee,,,Tennessee,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,28.6,25.1,32.4,25.1 - 32.4,28.0-30.1
"Delayed Medical Care, Last 4 Weeks",By State,Texas,,,Texas,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,31.4,28.7,34.2,28.7 - 34.2,30.2-32.3
"Delayed Medical Care, Last 4 Weeks",By State,Utah,,,Utah,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,27.7,25.3,30.1,25.3 - 30.1,21.6-27.9
"Delayed Medical Care, Last 4 Weeks",By State,Vermont,,,Vermont,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,35.8,30.5,41.3,30.5 - 41.3,32.4-38.1
"Delayed Medical Care, Last 4 Weeks",By State,Virginia,,,Virginia,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,33,29.8,36.4,29.8 - 36.4,32.4-38.1
"Delayed Medical Care, Last 4 Weeks",By State,Washington,,,Washington,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,35.8,33.2,38.4,33.2 - 38.4,32.4-38.1
"Delayed Medical Care, Last 4 Weeks",By State,West Virginia,,,West Virginia,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,32.3,27.4,37.5,27.4 - 37.5,30.2-32.3
"Delayed Medical Care, Last 4 Weeks",By State,Wisconsin,,,Wisconsin,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,25.2,22.2,28.3,22.2 - 28.3,21.6-27.9
"Delayed Medical Care, Last 4 Weeks",By State,Wyoming,,,Wyoming,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,21.6,17.4,26.4,17.4 - 26.4,21.6-27.9
"Did Not Get Needed Care, Last 4 Weeks",National Estimate,United States,,,United States,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,23.5,22.9,24.1,22.9 - 24.1,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,18 - 29 years,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,22.6,20.6,24.7,20.6 - 24.7,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,30 - 39 years,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,24.8,23.2,26.5,23.2 - 26.5,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,40 - 49 years,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,26.3,24.9,27.8,24.9 - 27.8,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,50 - 59 years,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,25.4,24.3,26.4,24.3 - 26.4,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,60 - 69 years,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,22,20.5,23.4,20.5 - 23.4,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,70 - 79 years,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,18.9,17.2,20.7,17.2 - 20.7,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,80 years and above,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,17.7,13.4,22.6,13.4 - 22.6,
"Did Not Get Needed Care, Last 4 Weeks",By Sex,United States,,,Male,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,20.7,19.8,21.5,19.8 - 21.5,
"Did Not Get Needed Care, Last 4 Weeks",By Sex,United States,,,Female,2,16,Sep 30 - Oct 12,09/30/2020,10/12/2020,26.1,25.3,26.9,25.3 - 26.9,
